OBJECTID,MISCTYPE,COMMENTS,SHAPE_STArea__,SHAPE_STLength__,OBJECTID_1,SHAPE__Area,SHAPE__Length
1,Deck_Porch_Patio,none,,,1,70.81640625,33.9749164311588
2,Deck_Porch_Patio,none,,,2,15.5859375,15.9635503778456
3,Deck_Porch_Patio,none,,,3,12.8203125,14.9263567584493
4,Deck_Porch_Patio,none,,,4,24.1171875,19.7130162288075
5,Deck_Porch_Patio,none,,,5,41.49609375,33.0435800321577
6,Building Canopy,none,,,6,42.33203125,30.644297553546
7,Deck_Porch_Patio,none,,,7,8.17578125,14.7149029606945
8,Deck_Porch_Patio,none,,,8,50.32421875,28.5814750494519
9,Deck_Porch_Patio,none,,,9,40.34375,27.0611517846631
10,Deck_Porch_Patio,none,,,10,57.65234375,46.2835045114844
11,Deck_Porch_Patio,none,,,11,22.390625,18.9858938481433
12,Deck_Porch_Patio,none,,,12,18.05859375,17.3334111557602
13,Deck_Porch_Patio,none,,,13,47.65234375,28.6231598389163
14,Deck_Porch_Patio,none,,,14,76.6015625,35.0903197404904
15,Deck_Porch_Patio,none,,,15,32.1796875,22.8019364947151
16,Deck_Porch_Patio,none,,,16,33.58203125,27.6391005127377
17,Deck_Porch_Patio,none,,,17,38.953125,25.7610848415178
18,Deck_Porch_Patio,none,,,18,34.8125,30.769307814055
19,Deck_Porch_Patio,none,,,19,9.49609375,12.2904061143369
20,Deck_Porch_Patio,none,,,20,17.55078125,17.2344181053482
21,Deck_Porch_Patio,none,,,21,19.22265625,17.587665318894
22,Deck_Porch_Patio,none,,,22,22.39453125,19.0883694598574
23,Deck_Porch_Patio,none,,,23,28,20.3059019387611
24,Deck_Porch_Patio,none,,,24,10.80859375,13.1706223809258
25,Deck_Porch_Patio,none,,,25,52.74609375,35.0612961930255
26,Deck_Porch_Patio,none,,,26,38.76953125,25.0459318390658
27,Deck_Porch_Patio,none,,,27,16.30078125,16.1512357891694
28,Deck_Porch_Patio,none,,,28,15.10546875,16.0238105434513
29,Deck_Porch_Patio,none,,,29,53.8125,29.6330655640851
30,Deck_Porch_Patio,none,,,30,7.95703125,11.6029431331865
31,Deck_Porch_Patio,none,,,31,39.2265625,29.3660236767154
32,Deck_Porch_Patio,none,,,32,8.18359375,11.4819948050657
33,Deck_Porch_Patio,none,,,33,22.1015625,18.8850858371568
34,Deck_Porch_Patio,none,,,34,44.59375,32.8338586976992
35,Deck_Porch_Patio,none,,,35,31.70703125,22.5229817596511
36,Deck_Porch_Patio,none,,,36,22.1640625,20.6962596400177
37,Deck_Porch_Patio,none,,,37,26.125,20.6512298246062
38,Deck_Porch_Patio,none,,,38,20.828125,19.6433488631038
39,Deck_Porch_Patio,none,,,39,77.7734375,37.5590546722144
40,Deck_Porch_Patio,none,,,40,59.671875,30.9006918788163
41,Deck_Porch_Patio,none,,,41,34.45703125,23.5759957256063
42,Deck_Porch_Patio,none,,,42,12.484375,14.1331307961073
43,Deck_Porch_Patio,none,,,43,22.7421875,19.1408796034551
44,Deck_Porch_Patio,none,,,44,32.31640625,23.8523118080939
45,Deck_Porch_Patio,none,,,45,12.734375,15.2464586355799
46,Deck_Porch_Patio,none,,,46,26.66015625,20.7691192938499
47,Deck_Porch_Patio,none,,,47,28.421875,24.0665595477046
48,Deck_Porch_Patio,none,,,48,61.0546875,42.0636156651316
49,Deck_Porch_Patio,none,,,49,14.82421875,16.4440006192847
50,Deck_Porch_Patio,none,,,50,162.33203125,46.5561917725748
51,Deck_Porch_Patio,none,,,51,42.19921875,29.3346103295632
52,Deck_Porch_Patio,none,,,52,26.37890625,22.3522111488537
53,Deck_Porch_Patio,none,,,53,42.390625,32.0816456444084
54,Deck_Porch_Patio,none,,,54,37.484375,24.5187622569218
55,Deck_Porch_Patio,none,,,55,47.9375,41.463787898028
56,Deck_Porch_Patio,none,,,56,70.546875,39.3579906066708
57,Deck_Porch_Patio,none,,,57,114.90625,55.3773841311824
58,Deck_Porch_Patio,none,,,58,63.63671875,37.9763729686164
59,Deck_Porch_Patio,none,,,59,26.40625,20.6214519440427
60,Deck_Porch_Patio,none,,,60,36,24.1363222228814
61,Deck_Porch_Patio,none,,,61,38.2734375,25.2742132086286
62,Deck_Porch_Patio,none,,,62,15.7421875,15.9054643326048
63,Deck_Porch_Patio,none,,,63,38.328125,30.6176993997757
64,Deck_Porch_Patio,none,,,64,25.98828125,20.5543285126769
65,Deck_Porch_Patio,none,,,65,34.12890625,31.4405595956667
66,Deck_Porch_Patio,none,,,66,26.65234375,20.6594064145865
67,Deck_Porch_Patio,none,,,67,27.72265625,21.0915817258787
68,Deck_Porch_Patio,none,,,68,33.87890625,23.3023423563996
69,Deck_Porch_Patio,none,,,69,37.74609375,24.8898829027714
70,Deck_Porch_Patio,none,,,70,40.0234375,25.4340706405056
71,Deck_Porch_Patio,none,,,71,120.6796875,54.8095089415623
72,Deck_Porch_Patio,none,,,72,8.71484375,11.8601314870995
73,Deck_Porch_Patio,none,,,73,16.7265625,17.4913692050265
74,Deck_Porch_Patio,none,,,74,207.16796875,98.9758958221031
75,Deck_Porch_Patio,none,,,75,15.9375,20.6850220695538
76,Deck_Porch_Patio,none,,,76,42.37109375,26.2593044757486
77,Deck_Porch_Patio,none,,,77,20.35546875,18.295522427608
78,Deck_Porch_Patio,none,,,78,17.54296875,16.9680627742111
79,Deck_Porch_Patio,none,,,79,67.90234375,34.5852431879018
80,Deck_Porch_Patio,none,,,80,26.5546875,22.4833315715553
81,Deck_Porch_Patio,none,,,81,32.5,23.9054134357108
82,Deck_Porch_Patio,none,,,82,6.359375,10.7147178812997
83,Deck_Porch_Patio,none,,,83,21.8203125,18.721180834785
84,Deck_Porch_Patio,none,,,84,16.35546875,18.2219351663371
85,Deck_Porch_Patio,none,,,85,26.8203125,21.9408189916019
86,Deck_Porch_Patio,none,,,86,35.46875,24.9674772039489
87,Deck_Porch_Patio,none,,,87,11.50390625,16.5522392248979
88,Deck_Porch_Patio,none,,,88,34.375,21.7865064464519
89,Deck_Porch_Patio,none,,,89,45.91015625,27.4367378045903
90,Deck_Porch_Patio,none,,,90,48.484375,30.5416713138591
91,Building Canopy,none,,,91,42.1640625,26.2855222853199
92,Deck_Porch_Patio,none,,,92,12.8984375,16.9891574303355
93,Deck_Porch_Patio,none,,,93,9.15234375,12.1117343053194
94,Deck_Porch_Patio,none,,,94,9.55078125,15.9500527229005
95,Deck_Porch_Patio,none,,,95,61.67578125,33.2955284943953
96,Deck_Porch_Patio,none,,,96,37.73828125,24.6500418068601
97,Deck_Porch_Patio,none,,,97,44.73046875,26.9184107153341
98,Deck_Porch_Patio,none,,,98,25.63671875,20.6324902777709
99,Deck_Porch_Patio,none,,,99,59.9296875,57.0842826996029
100,Deck_Porch_Patio,none,,,100,36.61328125,24.7298281792029
101,Deck_Porch_Patio,none,,,101,25.53125,20.3294325405462
102,Deck_Porch_Patio,none,,,102,65.94921875,33.179266882235
103,Deck_Porch_Patio,none,,,103,57.1640625,31.4189260071462
104,Deck_Porch_Patio,none,,,104,59.28125,37.5286775139299
105,Deck_Porch_Patio,none,,,105,34.95703125,24.0040849605662
106,Deck_Porch_Patio,none,,,106,34.234375,23.5196077338641
107,Deck_Porch_Patio,none,,,107,51.63671875,30.6899703175952
108,Deck_Porch_Patio,none,,,108,17.53125,17.6397773756135
109,Deck_Porch_Patio,none,,,109,83.83984375,40.9598333491446
110,Deck_Porch_Patio,none,,,110,40.953125,33.1909042746375
111,Deck_Porch_Patio,none,,,111,13.04296875,15.8407643897653
112,Deck_Porch_Patio,none,,,112,54.01171875,30.8431908700669
113,Deck_Porch_Patio,none,,,113,36.42578125,24.6943704226959
114,Deck_Porch_Patio,none,,,114,20.10546875,19.7638060976678
115,Deck_Porch_Patio,none,,,115,51.70703125,37.0841615115217
116,Deck_Porch_Patio,none,,,116,24.4375,19.891942628543
117,Deck_Porch_Patio,none,,,117,3.5625,7.83370686085757
118,Deck_Porch_Patio,none,,,118,31.95703125,23.4268592783247
119,Deck_Porch_Patio,none,,,119,55.46484375,35.8855488555625
120,Deck_Porch_Patio,none,,,120,407.1875,115.658094398694
121,Deck_Porch_Patio,none,,,121,168.47265625,116.468591374836
122,Deck_Porch_Patio,none,,,122,28.1171875,21.3446336288001
123,Deck_Porch_Patio,none,,,123,13.58984375,23.2923138716032
124,Deck_Porch_Patio,none,,,124,10.6796875,15.1365090005864
125,Deck_Porch_Patio,none,,,125,26.00390625,33.9602880203965
126,Deck_Porch_Patio,none,,,126,24.1015625,19.711575162794
127,Deck_Porch_Patio,none,,,127,74.19140625,36.4394303219704
128,Deck_Porch_Patio,none,,,128,42.84375,28.3013004158443
129,Deck_Porch_Patio,none,,,129,41.49609375,34.3043720110541
130,Deck_Porch_Patio,none,,,130,12.53125,14.8988516873636
131,Deck_Porch_Patio,none,,,131,64.23828125,32.7266919598494
132,Deck_Porch_Patio,none,,,132,25.53125,20.2771039400604
133,Deck_Porch_Patio,none,,,133,46.5859375,29.2135123725257
134,Deck_Porch_Patio,none,,,134,10.86328125,14.4678528228381
135,Deck_Porch_Patio,none,,,135,17.1953125,16.8498692228648
136,Deck_Porch_Patio,none,,,136,10.45703125,15.3663163149959
137,Deck_Porch_Patio,none,,,137,22.51171875,19.3443489559681
138,Deck_Porch_Patio,none,,,138,26.35546875,20.6741238584717
139,Deck_Porch_Patio,none,,,139,13.26953125,15.0328456807249
140,Deck_Porch_Patio,none,,,140,52,30.9787811116743
141,Deck_Porch_Patio,none,,,141,64.76171875,40.152805183032
142,Deck_Porch_Patio,none,,,142,48.31640625,42.4094132430146
143,Deck_Porch_Patio,none,,,143,84.734375,38.4684939507644
144,Deck_Porch_Patio,none,,,144,148.78515625,116.613563693708
145,Deck_Porch_Patio,none,,,145,8.62109375,11.7538987551987
146,Deck_Porch_Patio,none,,,146,44.3828125,29.3789732504801
147,Deck_Porch_Patio,none,,,147,9.34765625,15.44554604643
148,Deck_Porch_Patio,none,,,148,11.48046875,16.1377115717624
149,Deck_Porch_Patio,none,,,149,15.29296875,21.0033070418544
150,Deck_Porch_Patio,none,,,150,38.76171875,24.9042659475079
151,Deck_Porch_Patio,none,,,151,52.59375,40.116296231319
152,Deck_Porch_Patio,none,,,152,80.6875,40.6733367209607
153,Deck_Porch_Patio,none,,,153,16.83203125,18.7143426711256
154,Deck_Porch_Patio,none,,,154,29.40234375,22.3900230750932
155,Deck_Porch_Patio,none,,,155,41.7734375,32.0284238793601
156,Deck_Porch_Patio,none,,,156,12.71484375,14.6908618872553
157,Deck_Porch_Patio,none,,,157,42.15234375,25.9710265106419
158,Deck_Porch_Patio,none,,,158,35.91796875,24.0939256073489
159,Deck_Porch_Patio,none,,,159,42.1875,26.3645739637231
160,Deck_Porch_Patio,none,,,160,4.38671875,9.66770944097904
161,Deck_Porch_Patio,none,,,161,99.078125,46.2618068217391
162,Building Canopy,none,,,162,212.1640625,60.5656133810707
163,Deck_Porch_Patio,none,,,163,39.8203125,27.1421680574652
164,Building Canopy,none,,,164,32.65625,22.870806654409
165,Deck_Porch_Patio,none,,,165,22.08203125,19.953009791228
166,Deck_Porch_Patio,none,,,166,30.546875,23.4996816822383
167,Deck_Porch_Patio,none,,,167,27.796875,21.7262673758346
168,Deck_Porch_Patio,none,,,168,20.5703125,19.4269484134498
169,Deck_Porch_Patio,none,,,169,34.6328125,25.9794639316814
170,Deck_Porch_Patio,none,,,170,32.68359375,22.8949900504313
171,Deck_Porch_Patio,none,,,171,20.2109375,18.6319793143858
172,Deck_Porch_Patio,none,,,172,22.78125,20.5161108264614
173,Deck_Porch_Patio,none,,,173,31.1171875,22.4058803922537
174,Deck_Porch_Patio,none,,,174,59.953125,34.6077912112266
175,Deck_Porch_Patio,none,,,175,56.21484375,30.0415384275891
176,Building Canopy,none,,,176,28.2578125,21.2991176714047
177,Deck_Porch_Patio,none,,,177,21.3046875,18.7499279175944
178,Deck_Porch_Patio,none,,,178,42.5078125,26.4882625128719
179,Deck_Porch_Patio,none,,,179,7.60546875,11.1061829374601
180,Deck_Porch_Patio,none,,,180,44.16015625,44.6873524597506
181,Deck_Porch_Patio,none,,,181,10.5234375,14.7970856455292
182,Deck_Porch_Patio,none,,,182,15.71875,17.1262901419816
183,Deck_Porch_Patio,none,,,183,29.73828125,22.1299909604423
184,Deck_Porch_Patio,none,,,184,83.07421875,49.6345886368475
185,Deck_Porch_Patio,none,,,185,17.6171875,16.902700338065
186,Deck_Porch_Patio,none,,,186,41.9296875,28.1547298327991
187,Deck_Porch_Patio,none,,,187,34.9140625,23.9532812078888
188,Deck_Porch_Patio,none,,,188,34.25390625,23.6901120841844
189,Deck_Porch_Patio,none,,,189,10.8046875,13.2400295156348
190,Deck_Porch_Patio,none,,,190,23.63671875,20.210246809755
191,Deck_Porch_Patio,none,,,191,24.1484375,25.0809557339207
192,Deck_Porch_Patio,none,,,192,22.00390625,30.7500288581771
193,Deck_Porch_Patio,none,,,193,12.8359375,16.2811099107135
194,Deck_Porch_Patio,none,,,194,6.2421875,11.0088175796225
195,Deck_Porch_Patio,none,,,195,91.0234375,49.5150614246147
196,Deck_Porch_Patio,none,,,196,26.4453125,27.076981142115
197,Deck_Porch_Patio,none,,,197,11.1171875,14.2606570066093
198,Deck_Porch_Patio,none,,,198,3.95703125,8.51875083089337
199,Deck_Porch_Patio,none,,,199,16.484375,17.8539272718064
200,Deck_Porch_Patio,none,,,200,73.453125,33.7095354108009
201,Deck_Porch_Patio,none,,,201,37.171875,24.8459373495504
202,Deck_Porch_Patio,none,,,202,74.29296875,39.8761166739006
203,Deck_Porch_Patio,none,,,203,408.4921875,130.767628405144
204,Deck_Porch_Patio,none,,,204,51.42578125,29.5751607729513
205,Deck_Porch_Patio,none,,,205,37.859375,24.6488890164606
206,Deck_Porch_Patio,none,,,206,67.81640625,35.2511431187069
207,Building Canopy,none,,,207,95.26171875,44.0657876333839
208,Deck_Porch_Patio,none,,,208,48.765625,30.2898711030416
209,Deck_Porch_Patio,none,,,209,11.6640625,13.9840778111593
210,Deck_Porch_Patio,none,,,210,27.2734375,20.9457099740694
211,Deck_Porch_Patio,none,,,211,5.24609375,11.6801501706078
212,Deck_Porch_Patio,none,,,212,57.671875,35.1280837634251
213,Deck_Porch_Patio,none,,,213,14.5546875,17.0591621218101
214,Deck_Porch_Patio,none,,,214,119.0703125,64.9836131085519
215,Deck_Porch_Patio,none,,,215,19.421875,17.7251794125445
216,Deck_Porch_Patio,none,,,216,15.5703125,16.1949432865536
217,Deck_Porch_Patio,none,,,217,99.890625,40.005440971644
218,Deck_Porch_Patio,none,,,218,25.65234375,20.683038915169
219,Deck_Porch_Patio,none,,,219,44.16015625,26.7425596755614
220,Deck_Porch_Patio,none,,,220,25.28515625,20.3644647335769
221,Deck_Porch_Patio,none,,,221,32.9765625,22.9929140698352
222,Deck_Porch_Patio,none,,,222,69.4609375,40.0563597940344
223,Deck_Porch_Patio,none,,,223,20.21875,17.9931699228848
224,Deck_Porch_Patio,none,,,224,53.7421875,33.2141272979988
225,Deck_Porch_Patio,none,,,225,31.65234375,25.4566368880523
226,Deck_Porch_Patio,none,,,226,52.23828125,29.0378189257039
227,Deck_Porch_Patio,none,,,227,34.6015625,23.9811091033897
228,Deck_Porch_Patio,none,,,228,39.54296875,24.6108281713426
229,Deck_Porch_Patio,none,,,229,32.4453125,22.5907154828039
230,Deck_Porch_Patio,none,,,230,25.11328125,20.5877394365447
231,Deck_Porch_Patio,none,,,231,32.66796875,23.1212080838758
232,Deck_Porch_Patio,none,,,232,23.3515625,20.637697063263
233,Deck_Porch_Patio,none,,,233,46.234375,30.0076983852139
234,Deck_Porch_Patio,none,,,234,59.7578125,31.7068563899817
235,Deck_Porch_Patio,none,,,235,25.6875,20.3018853632
236,Deck_Porch_Patio,none,,,236,83.05078125,42.1981545507033
237,Deck_Porch_Patio,none,,,237,24.9453125,20.5639657005807
238,Deck_Porch_Patio,none,,,238,15.359375,16.8377999169332
239,Deck_Porch_Patio,none,,,239,45.96484375,27.1783371536857
240,Deck_Porch_Patio,none,,,240,29.43359375,21.0239926797959
241,Deck_Porch_Patio,none,,,241,33.8203125,24.4352476240486
242,Deck_Porch_Patio,none,,,242,26.265625,21.0102350594414
243,Deck_Porch_Patio,none,,,243,55.66015625,33.2831422099665
244,Deck_Porch_Patio,none,,,244,87.984375,49.2569258027734
245,Deck_Porch_Patio,none,,,245,29.5859375,21.8926066665253
246,Deck_Porch_Patio,none,,,246,39.83203125,28.5754848075181
247,Deck_Porch_Patio,none,,,247,37.35546875,24.5569851263881
248,Deck_Porch_Patio,none,,,248,12.89453125,14.5656163593547
249,Deck_Porch_Patio,none,,,249,85.5703125,42.6900219731152
250,Deck_Porch_Patio,none,,,250,20.42578125,18.480541396398
251,Deck_Porch_Patio,none,,,251,26.15234375,21.1362801899844
252,Deck_Porch_Patio,none,,,252,21.58203125,18.5832866061418
253,Deck_Porch_Patio,none,,,253,33.62890625,27.6309359194826
254,Deck_Porch_Patio,none,,,254,48.0625,29.9640537449342
255,Deck_Porch_Patio,none,,,255,18.62109375,16.7014101723798
256,Deck_Porch_Patio,none,,,256,43,26.252361184587
257,Deck_Porch_Patio,none,,,257,35.828125,25.1591696512102
258,Deck_Porch_Patio,none,,,258,26.06640625,21.3895478133286
259,Deck_Porch_Patio,none,,,259,56.6484375,30.3825563822599
260,Deck_Porch_Patio,none,,,260,41.46484375,26.0241369073268
261,Deck_Porch_Patio,none,,,261,22.5703125,29.7322076968094
262,Deck_Porch_Patio,none,,,262,14.953125,15.5215024005124
263,Deck_Porch_Patio,none,,,263,26.8828125,20.7434759041735
264,Deck_Porch_Patio,none,,,264,37.74609375,24.6898262289856
265,Deck_Porch_Patio,none,,,265,32.69140625,40.1937200875294
266,Deck_Porch_Patio,none,,,266,13.9296875,15.281593606568
267,Deck_Porch_Patio,none,,,267,14.6953125,20.3249459893075
268,Deck_Porch_Patio,none,,,268,50.0234375,29.6902739873324
269,Deck_Porch_Patio,none,,,269,23.97265625,20.347032406687
270,Deck_Porch_Patio,none,,,270,28.0625,25.6490497307898
271,Deck_Porch_Patio,none,,,271,34.57421875,24.2376806745901
272,Deck_Porch_Patio,none,,,272,105.76953125,48.0651328359624
273,Deck_Porch_Patio,none,,,273,163.98046875,90.5207084812886
274,Building Canopy,none,,,274,30.93359375,23.8628023734649
275,Deck_Porch_Patio,none,,,275,19.9921875,17.8907646544858
276,Deck_Porch_Patio,none,,,276,45.265625,27.1833597776549
277,Deck_Porch_Patio,none,,,277,162.19921875,108.278075511956
278,Deck_Porch_Patio,none,,,278,30.88671875,26.3955370042501
279,Deck_Porch_Patio,none,,,279,18.02734375,17.4709713546763
280,Deck_Porch_Patio,none,,,280,23.92578125,19.7327203927422
281,Deck_Porch_Patio,none,,,281,11.1328125,14.3018873293475
282,Deck_Porch_Patio,none,,,282,47.390625,27.5999793132828
283,Deck_Porch_Patio,none,,,283,36.48828125,24.1637984034764
284,Deck_Porch_Patio,none,,,284,24.77734375,19.9397087630392
285,Deck_Porch_Patio,none,,,285,52.875,40.3488959464811
286,Deck_Porch_Patio,none,,,286,48.4453125,37.4611451796509
287,Deck_Porch_Patio,none,,,287,41.2890625,33.0370572380893
288,Deck_Porch_Patio,none,,,288,34.15234375,23.4171352156211
289,Deck_Porch_Patio,none,,,289,68.015625,36.8221046443679
290,Deck_Porch_Patio,none,,,290,21.953125,19.6160873313377
291,Deck_Porch_Patio,none,,,291,336.87109375,142.511857947729
292,Deck_Porch_Patio,none,,,292,55.375,28.614666674255
293,Deck_Porch_Patio,none,,,293,28.19921875,23.3005138778158
294,Deck_Porch_Patio,none,,,294,9.93359375,18.209163657171
295,Deck_Porch_Patio,none,,,295,6.41796875,12.043319441259
296,Deck_Porch_Patio,none,,,296,116.52734375,83.8567139873371
297,Deck_Porch_Patio,none,,,297,28.37890625,20.8991515134289
298,Deck_Porch_Patio,none,,,298,14.78125,15.3916240773878
299,Deck_Porch_Patio,none,,,299,7.42578125,13.4447600573977
300,Deck_Porch_Patio,none,,,300,150.1484375,89.8261867786825
301,Deck_Porch_Patio,none,,,301,22.109375,19.1914894469432
302,Deck_Porch_Patio,none,,,302,15.2578125,16.3168102666038
303,Deck_Porch_Patio,none,,,303,52.359375,29.0325352049608
304,Deck_Porch_Patio,none,,,304,42.22265625,26.3760659463144
305,Deck_Porch_Patio,none,,,305,38.0234375,24.6658028260429
306,Deck_Porch_Patio,none,,,306,27.62890625,21.1638142207293
307,Deck_Porch_Patio,none,,,307,26.8984375,20.8046063402467
308,Deck_Porch_Patio,none,,,308,32.3203125,29.537611064584
309,Deck_Porch_Patio,none,,,309,34.5859375,24.3673693955293
310,Deck_Porch_Patio,none,,,310,15.82421875,17.4257791760526
311,Deck_Porch_Patio,none,,,311,37.9140625,28.1371901157268
312,Deck_Porch_Patio,none,,,312,55.765625,31.6664808022381
313,Deck_Porch_Patio,none,,,313,27.8671875,21.3053671177272
314,Deck_Porch_Patio,none,,,314,17.90625,17.3558911341389
315,Deck_Porch_Patio,none,,,315,133.765625,63.8597727918562
316,Deck_Porch_Patio,none,,,316,97.765625,45.6884595927887
317,Deck_Porch_Patio,none,,,317,14.7109375,16.5096257620263
318,Deck_Porch_Patio,none,,,318,171.046875,70.9406918895078
319,Deck_Porch_Patio,none,,,319,31.3515625,23.4837669941333
320,Deck_Porch_Patio,none,,,320,21.96875,20.3243031897839
321,Deck_Porch_Patio,none,,,321,20.703125,18.2970468227369
322,Deck_Porch_Patio,none,,,322,14.765625,15.4427274824526
323,Deck_Porch_Patio,none,,,323,23.41015625,20.1157494681361
324,Deck_Porch_Patio,none,,,324,22.46875,20.1061699258831
325,Deck_Porch_Patio,none,,,325,57.12109375,30.2773910729752
326,Deck_Porch_Patio,none,,,326,55.59375,31.7086738031406
327,Deck_Porch_Patio,none,,,327,126.1015625,70.9195124511634
328,Deck_Porch_Patio,none,,,328,30.546875,24.2131204992762
329,Deck_Porch_Patio,none,,,329,23.31640625,19.3170709589292
330,Deck_Porch_Patio,none,,,330,4.38671875,11.2226472545117
331,Deck_Porch_Patio,none,,,331,7.171875,11.8145035331621
332,Deck_Porch_Patio,none,,,332,23.6796875,19.6808660020214
333,Deck_Porch_Patio,none,,,333,102.89453125,40.7972059934787
334,Deck_Porch_Patio,none,,,334,21.484375,18.671510304865
335,Deck_Porch_Patio,none,,,335,47.95703125,28.7058301883604
336,Deck_Porch_Patio,none,,,336,25.734375,23.9988861538498
337,Deck_Porch_Patio,none,,,337,13.22265625,14.9352106546152
338,Deck_Porch_Patio,none,,,338,59.3125,45.3480510544168
339,Deck_Porch_Patio,none,,,339,119.6484375,47.4721154642711
340,Deck_Porch_Patio,none,,,340,21.66796875,19.2024748152352
341,Building Canopy,none,,,341,86.59765625,50.3595588128746
342,Deck_Porch_Patio,none,,,342,63.28125,38.4968423054436
343,Deck_Porch_Patio,none,,,343,49.5078125,39.4995168883936
344,Deck_Porch_Patio,none,,,344,34.05078125,24.1183568029897
345,Deck_Porch_Patio,none,,,345,19.54296875,17.700210809918
346,Deck_Porch_Patio,none,,,346,61.9765625,33.4325619129046
347,Deck_Porch_Patio,none,,,347,47.49609375,28.9927444904206
348,Deck_Porch_Patio,none,,,348,71.6640625,41.8412740197243
349,Deck_Porch_Patio,none,,,349,12.6796875,14.5988725769755
350,Deck_Porch_Patio,none,,,350,12.87890625,14.9248753989877
351,Deck_Porch_Patio,none,,,351,20.63671875,19.9990436017656
352,Deck_Porch_Patio,none,,,352,20.64453125,18.5336478740323
353,Deck_Porch_Patio,none,,,353,30.4765625,22.9401615404002
354,Deck_Porch_Patio,none,,,354,175.15234375,98.1275122301759
355,Deck_Porch_Patio,none,,,355,61.8359375,32.0055590873827
356,,none,,,356,25.42578125,20.0706458309005
357,Deck_Porch_Patio,none,,,357,17.5859375,16.8819278852558
358,Deck_Porch_Patio,none,,,358,52.01953125,31.6033532385655
359,Deck_Porch_Patio,none,,,359,22.0546875,21.3263188832563
360,Deck_Porch_Patio,none,,,360,56.453125,34.7089567045796
361,Deck_Porch_Patio,none,,,361,27.0625,21.9407675395387
362,Deck_Porch_Patio,none,,,362,42.640625,27.711848884264
363,Deck_Porch_Patio,none,,,363,65.29296875,44.9377131407999
364,Deck_Porch_Patio,none,,,364,22.8046875,19.1641970881973
365,Deck_Porch_Patio,none,,,365,20.9140625,18.3016085852174
366,Deck_Porch_Patio,none,,,366,79.29296875,39.3584941118905
367,Deck_Porch_Patio,none,,,367,50.98828125,29.2963381751918
368,Deck_Porch_Patio,none,,,368,31.609375,22.9877621368004
369,Deck_Porch_Patio,none,,,369,25.0859375,19.8504265751838
370,Deck_Porch_Patio,none,,,370,14.10546875,16.7282272753727
371,Deck_Porch_Patio,none,,,371,23.05859375,19.7367269945123
372,Deck_Porch_Patio,none,,,372,27.6796875,22.7118026291338
373,Deck_Porch_Patio,none,,,373,17.04296875,19.8053977893358
374,Deck_Porch_Patio,none,,,374,41.75,25.8604019991537
375,Deck_Porch_Patio,none,,,375,38.2265625,43.0151769482545
376,Deck_Porch_Patio,none,,,376,18.41015625,17.5064528090468
377,Deck_Porch_Patio,none,,,377,25.2265625,20.7210838910522
378,Deck_Porch_Patio,none,,,378,53.1015625,31.9917979987016
379,Deck_Porch_Patio,none,,,379,92.49609375,38.8505369646339
380,Deck_Porch_Patio,none,,,380,60.37890625,31.6024199337963
381,Building Canopy,none,,,381,42.859375,41.7749073724493
382,Deck_Porch_Patio,none,,,382,60.98046875,32.0725244578324
383,Deck_Porch_Patio,none,,,383,7.5078125,12.7837191297138
384,Deck_Porch_Patio,none,,,384,30.29296875,22.2119879580859
385,Deck_Porch_Patio,none,,,385,18.78515625,18.3100120967274
386,Deck_Porch_Patio,none,,,386,28.08203125,21.4689633937451
387,Deck_Porch_Patio,none,,,387,121.796875,72.4972776735621
388,Deck_Porch_Patio,none,,,388,84.5546875,52.1837842350575
389,Deck_Porch_Patio,none,,,389,20.75390625,23.6555667856428
390,Deck_Porch_Patio,none,,,390,211.34375,132.354057538566
391,Deck_Porch_Patio,none,,,391,30.3359375,22.2298452821903
392,Deck_Porch_Patio,none,,,392,21.1875,18.7005341443951
393,Deck_Porch_Patio,none,,,393,66.1796875,45.0160821700344
394,Deck_Porch_Patio,none,,,394,81.625,48.2946077211878
395,Deck_Porch_Patio,none,,,395,14.84375,15.4928811219023
396,Deck_Porch_Patio,none,,,396,60.83203125,31.2609984486045
397,Deck_Porch_Patio,none,,,397,50.5078125,29.3060939602107
398,Deck_Porch_Patio,none,,,398,72.0234375,33.755099489239
399,Deck_Porch_Patio,none,,,399,23.453125,20.5472960333945
400,Deck_Porch_Patio,none,,,400,10.9921875,15.8785691599287
401,Deck_Porch_Patio,none,,,401,21.1328125,17.5090628618539
402,Deck_Porch_Patio,none,,,402,9.34765625,14.2763169240026
403,Deck_Porch_Patio,none,,,403,85.57421875,49.4990470006285
404,Deck_Porch_Patio,none,,,404,19.69921875,18.022156253375
405,Deck_Porch_Patio,none,,,405,54.40625,29.7033882989712
406,Deck_Porch_Patio,none,,,406,23.078125,22.8129855625116
407,Deck_Porch_Patio,none,,,407,30.6328125,22.6725612773291
408,Deck_Porch_Patio,none,,,408,153.45703125,145.254941525965
409,Deck_Porch_Patio,none,,,409,40.5,28.279126734123
410,Deck_Porch_Patio,none,,,410,57.29296875,35.7903297931432
411,Deck_Porch_Patio,none,,,411,47.140625,26.3870048055358
412,Deck_Porch_Patio,none,,,412,39.12890625,37.5849400540237
413,Deck_Porch_Patio,none,,,413,16.078125,20.1211978783245
414,Deck_Porch_Patio,none,,,414,134.9921875,99.9453122521811
415,Deck_Porch_Patio,none,,,415,16.45703125,17.6897257342359
416,Deck_Porch_Patio,none,,,416,9.57421875,12.3882388567632
